Gol,Başarılı Top Sürme,Başarılı Top Sürme %,Toplam Şut,İsabetli Şut,Yaratılan Büyük Şans,İsabetli Pas,İsabetli Pas %,Kilit Pas,İsabetli Orta,İsabetli Uzun Top,Top Çalma,Pas Arası,Zeminde Kazanılan İkili Mücadele,Kazanılan Hava Topu Mücadelesi,Kazanılan Toplam İkili Mücadele %,Kendisine Yapılan Faul,player.name,player.slug,team.name,team.shortName
0.09,1.76,46.51,1.14,0.62,0.26,24.92,75.07,1.06,0.44,0.7,1.94,0.88,4.93,1.41,53.33,1.23,David Sambissa,david-sambissa,,İstanbulspor
0.09,0.26,24.0,0.79,0.35,0.18,24.51,79.04,0.61,0.4,1.41,1.89,0.7,2.99,0.35,41.76,0.83,Yusuf Özdemir,yusuf-ozdemir,,Alanyaspor
0.09,1.53,71.43,1.27,0.22,0.04,34.46,83.65,1.09,0.31,2.27,3.54,1.49,7.61,0.7,57.93,2.54,Gedson Fernandes,gedson-fernandes,,Beşiktaş
0.09,0.04,100.0,0.69,0.26,0.0,49.03,83.24,0.13,0.04,2.47,0.69,1.69,1.34,4.59,68.16,0.82,Victor Nelsson,victor-nelsson,,Galatasaray
0.09,0.6,43.75,0.94,0.17,0.43,35.21,80.55,1.63,0.52,1.55,1.72,1.63,3.26,1.12,50.0,1.12,Mert Müldür,mert-muldur,,Fenerbahçe
0.08,0.63,65.22,1.93,0.59,0.17,46.89,79.73,1.72,1.34,9.11,1.26,0.59,2.35,0.67,57.14,0.46,Jonjo Shelvey,jonjo-shelvey,,Çaykur Rizespor
0.08,0.5,60.0,1.68,0.34,0.08,27.15,81.2,1.09,0.42,1.17,0.84,0.59,1.93,1.17,41.57,0.59,Danijel Aleksić,danijel-aleksic,,Başakşehir FK
0.08,1.0,51.06,1.34,0.54,0.13,28.93,80.0,1.96,1.8,2.51,1.13,0.46,3.68,0.54,48.56,1.55,Deniz Türüç,deniz-turuc,,Başakşehir FK
0.08,1.13,42.19,1.46,0.29,0.29,27.1,81.53,1.46,0.38,1.17,1.21,0.67,3.17,0.38,42.71,0.84,Alassane Ndao,ndao-alassane,,Konyaspor
0.08,1.24,52.63,1.37,0.58,0.41,32.75,83.69,2.53,1.99,3.27,1.2,0.46,3.65,0.46,43.42,1.24,Alexandru Maxim,alexandru-maxim,,Gaziantep FK
0.08,0.41,45.45,0.57,0.16,0.08,37.06,83.12,0.98,0.9,3.52,1.96,0.49,2.78,1.31,57.47,0.41,Erdem Özgenç,erdem-ozgenc,,Pendikspor
0.08,0.24,75.0,0.97,0.41,0.16,27.19,76.83,1.7,2.19,1.87,1.14,0.73,2.19,2.27,59.14,0.81,Faouzi Ghoulam,faouzi-ghoulam,,Hatayspor
0.08,0.65,40.0,0.81,0.32,0.16,19.42,75.95,1.13,0.57,0.16,1.78,0.65,4.13,1.54,46.05,1.78,Iron Gomis,iron-gomis,,Kasımpaşa
0.08,0.49,75.0,0.89,0.12,0.0,46.37,85.53,0.28,0.04,4.49,1.29,1.01,2.47,1.13,53.61,0.73,Andreaw Gravillon,andreaw-gravillon,,Adana Demirspor
0.08,0.16,57.14,0.44,0.08,0.0,31.22,80.46,0.48,0.0,2.1,2.14,1.69,3.11,1.94,60.39,0.85,Uğurcan Yazğılı,ugurcan-yazgili,,Konyaspor
0.08,1.02,48.15,0.71,0.35,0.24,30.16,81.32,1.65,0.71,1.3,1.81,0.28,5.63,0.59,57.45,2.8,Efecan Karaca,efecan-karaca,,Alanyaspor
0.08,0.23,60.0,0.66,0.19,0.0,31.31,85.7,0.0,0.0,2.18,1.09,1.75,1.79,2.65,63.69,0.51,Caner Osmanpaşa,caner-osmanpasa,,Sivasspor
0.08,0.08,66.67,0.58,0.12,0.04,28.24,89.09,0.16,0.0,1.09,1.2,1.01,1.71,1.55,68.29,0.47,Nicolas N'Koulou,nicolas-nkoulou,,Gaziantep FK
0.08,0.91,54.55,1.06,0.45,0.15,17.37,70.77,0.83,0.38,0.91,1.66,0.23,4.15,1.36,38.02,1.66,Mendy Mamadou,mendy-mamadou,,İstanbulspor
0.08,0.23,54.55,1.88,0.57,0.04,29.12,77.53,0.41,0.04,2.34,1.73,1.73,3.32,2.26,65.49,1.47,Gökhan Gül,gokhan-gul,,Kasımpaşa
0.07,0.15,40.0,0.66,0.22,0.07,35.99,77.99,0.07,0.0,3.61,1.18,0.29,2.43,2.58,53.13,1.1,Salih Dursun,salih-dursun,,Fatih Karagümrük
0.07,0.22,60.0,0.36,0.07,0.07,37.72,79.08,0.15,0.0,3.64,1.09,1.82,2.62,2.55,58.2,1.31,Alpaslan Öztürk,alpaslan-ozturk,,Pendikspor
0.07,1.08,55.56,1.01,0.29,0.0,25.06,75.82,0.86,0.07,1.66,1.66,0.65,3.46,1.15,44.76,0.79,Taylan Antalyalı,taylan-antalyali,,Yılport Samsunspor
0.07,0.07,100.0,0.41,0.07,0.0,45.82,83.58,0.0,0.0,3.5,1.17,1.03,1.85,2.2,56.19,0.62,Berkay Sülüngöz,berkay-sulungoz,,Pendikspor
0.07,1.22,48.65,1.63,0.54,0.41,19.29,74.35,1.56,1.02,0.88,1.63,0.41,4.62,0.88,42.86,1.77,Max Gradel,max-gradel,,Gaziantep FK
0.07,1.56,50.0,1.69,0.47,0.2,21.53,78.71,2.1,1.56,1.35,3.45,0.54,6.7,0.68,54.23,1.69,Gustavo Sauer,gustavo-sauer,,Çaykur Rizespor
0.07,0.27,50.0,0.88,0.27,0.0,24.24,77.16,0.34,0.14,2.03,1.69,0.95,2.3,1.35,45.76,0.34,Kerim Alıcı,kerim-alici,,Hatayspor
0.07,1.27,70.37,1.27,0.4,0.13,29.02,79.82,1.53,0.8,3.0,1.07,0.53,3.54,0.93,48.2,1.2,Olivier Kemen,olivier-kemen,,Başakşehir FK
0.07,0.2,37.5,1.32,0.53,0.07,26.81,76.17,0.92,0.26,1.58,1.78,1.19,4.75,1.78,54.7,2.84,Oğulcan Ülgün,ogulcan-ulgun,,Konyaspor
0.07,1.32,66.67,0.99,0.2,0.2,35.92,80.06,1.12,0.39,3.09,2.37,0.72,5.0,0.99,51.41,1.32,Salih Uçan,salih-ucan,,Beşiktaş
0.07,0.33,83.33,0.39,0.07,0.0,43.49,86.23,0.0,0.0,2.36,1.51,1.11,3.21,3.93,73.65,1.64,Bahadır Öztürk,bahadir-ozturk,,Antalyaspor
0.07,0.72,61.11,1.04,0.26,0.26,48.0,86.07,1.04,0.59,5.22,1.37,1.04,2.94,0.85,45.31,0.85,Görkem Sağlam,gorkem-saglam,,Hatayspor
0.07,0.39,66.67,1.11,0.13,0.0,37.03,81.87,0.39,0.0,3.38,2.28,1.63,3.12,0.98,44.68,0.59,Youssef Aït Bennasser,youssef-ait-bennasser,,Yılport Samsunspor
0.06,0.91,58.33,0.58,0.19,0.0,30.17,75.16,0.65,0.06,3.76,1.75,0.97,3.95,0.97,53.52,1.29,Benjamin Stambouli,benjamin-stambouli,,Adana Demirspor
0.06,0.51,50.0,1.21,0.44,0.06,37.56,85.04,0.51,0.0,2.22,1.91,0.57,3.62,1.72,53.16,1.21,Leroy Fer,leroy-fer,,Alanyaspor
0.06,0.18,50.0,0.88,0.18,0.0,26.88,80.1,0.29,0.06,1.46,1.35,1.52,2.46,1.93,59.52,1.0,Marko Jevtović,marko-jevtovic,,Gaziantep FK
0.06,0.35,54.55,0.93,0.23,0.23,44.39,84.07,1.33,0.52,4.0,1.51,1.45,2.5,2.61,58.28,0.7,Kaan Ayhan,kaan-ayhan,,Galatasaray
0.06,0.68,60.0,1.03,0.51,0.06,21.57,68.85,0.91,0.06,1.37,2.74,1.2,5.31,0.8,46.93,1.88,Furkan Soyalp,furkan-soyalp,,Gaziantep FK
0.06,0.11,50.0,0.28,0.17,0.0,34.53,83.27,0.39,0.0,1.74,1.9,1.34,2.52,1.18,38.82,0.5,Modestas Vorobjovas,modestas-vorobjovas,,İstanbulspor
0.06,1.11,71.43,1.0,0.28,0.11,26.5,81.82,0.56,0.11,2.56,1.94,1.11,3.56,0.94,45.51,0.5,Ali Kaan Güneren,ali-kaan-guneren,,MKE Ankaragücü
0.05,0.33,60.0,0.71,0.33,0.16,25.66,77.06,1.7,1.32,1.87,1.92,0.88,2.75,0.22,45.38,0.49,Casper Højer,casper-hojer,,Çaykur Rizespor
0.05,0.11,40.0,0.44,0.05,0.0,52.56,85.91,0.05,0.0,2.95,0.98,1.26,2.24,1.86,51.72,1.15,Federico Ceccherini,federico-ceccherini,,Fatih Karagümrük
0.05,1.77,45.83,1.72,0.7,0.16,26.71,77.69,1.13,0.38,2.04,1.56,0.86,4.88,0.75,40.7,1.66,Jackson,jackson,,İstanbulspor
0.05,0.27,55.56,0.59,0.16,0.21,29.07,74.18,1.23,1.34,2.89,2.14,1.71,3.16,1.71,57.23,0.75,Zeki Yavru,zeki-yavru,,Yılport Samsunspor
0.05,0.43,40.0,0.59,0.16,0.21,34.6,80.32,0.75,0.53,2.35,1.87,0.96,3.15,0.53,53.91,0.91,Florent Hadergjonaj,florent-hadergjonaj,,Alanyaspor
0.05,0.89,48.57,0.58,0.21,0.0,37.68,83.26,0.95,0.53,1.26,1.89,1.42,3.63,1.47,48.74,0.95,Sacha Boey,boey-sacha,,Galatasaray
0.05,0.1,66.67,0.68,0.1,0.0,52.76,90.1,0.26,0.0,3.6,0.57,0.94,1.41,2.35,60.5,0.73,Stefano Denswil,stefano-denswil,,Trabzonspor
0.05,0.36,29.17,0.21,0.1,0.05,28.28,79.65,0.46,0.26,1.5,0.88,1.03,1.96,0.72,41.6,0.72,Demeaco Duhaney,duhaney-demeaco,,İstanbulspor
0.05,0.15,60.0,0.82,0.24,0.1,25.59,80.98,0.73,0.44,1.45,1.5,1.26,2.33,0.53,48.36,0.68,Ali Yaşar,ali-yasar,,İstanbulspor
0.05,0.34,43.75,0.44,0.05,0.1,38.76,76.6,0.48,0.73,2.47,1.45,0.92,2.61,1.5,52.8,0.82,Lucas Lima,lucas-lima,,Başakşehir FK
0.05,0.68,70.0,0.29,0.1,0.19,34.79,81.38,1.11,0.82,1.83,2.32,1.25,4.1,0.77,56.11,1.16,Bünyamin Balcı,bunyamin-balci,,Antalyaspor
0.05,0.58,57.14,2.11,0.53,0.14,24.4,78.76,1.2,0.86,1.2,1.2,0.58,2.59,0.72,42.59,0.82,Alexandru Cicâldău,alexandru-cicaldau,,Konyaspor
0.05,0.67,58.33,1.53,0.38,0.14,37.91,82.71,0.81,0.19,2.29,2.82,0.67,5.11,1.19,58.93,1.62,Muammer Sarıkaya,muammer-sarikaya,,Çaykur Rizespor
0.05,0.19,44.44,0.57,0.29,0.0,32.95,77.32,0.43,0.0,3.52,1.33,1.62,1.62,2.19,60.15,0.1,Kenneth Omeruo,kenneth-omeruo,,Kasımpaşa
0.05,0.62,54.17,0.33,0.09,0.24,31.82,78.48,0.85,0.66,3.32,2.75,1.52,5.64,1.66,60.39,2.32,Ahmet Oğuz,ahmet-oguz,,Konyaspor
0.05,0.61,65.0,0.52,0.14,0.05,44.88,84.91,0.66,0.09,4.48,2.64,1.65,4.86,1.46,58.52,1.65,Berat Ayberk Özdemir,berat-ayberk-ozdemir,,Trabzonspor
0.05,0.32,46.67,1.11,0.18,0.14,36.49,80.67,0.92,0.97,1.76,2.08,1.71,2.73,0.65,48.67,0.32,Güray Vural,guray-vural,,Antalyaspor
0.05,1.09,42.11,2.31,0.59,0.64,24.36,79.79,2.49,1.81,0.95,1.27,0.41,3.72,1.18,44.81,1.41,Miguel Cardoso,miguel-cardoso,,Kayserispor
0.05,1.04,62.16,0.45,0.14,0.18,36.45,80.8,1.22,0.91,3.63,1.13,0.59,3.4,0.54,54.38,1.22,Léo Dubois,leo-dubois,,Başakşehir FK
0.04,0.0,0.0,0.39,0.17,0.13,30.59,83.41,0.22,0.0,3.61,0.39,0.7,0.56,1.39,48.39,0.26,Aaron Appindangoyé,aaron-appindangoye,Sivasspor,
0.04,1.05,73.53,0.67,0.08,0.08,36.85,87.09,0.25,0.04,1.81,1.64,0.5,4.12,0.97,55.76,1.51,Batista Mendy,batista-mendy,Trabzonspor,
0.04,0.29,77.78,0.12,0.04,0.04,32.0,77.88,0.24,0.04,2.73,0.98,1.35,1.59,2.4,54.75,0.33,Ľubomír Šatka,ubomir-satka,Yılport Samsunspor,
0.04,0.22,42.86,0.97,0.11,0.15,54.85,88.89,0.75,0.11,3.82,2.36,1.42,4.27,0.86,51.5,1.76,Lucas Torreira,lucas-torreira,Galatasaray,
0.04,0.52,73.68,0.85,0.22,0.11,42.51,88.46,0.52,0.07,1.74,2.18,2.22,3.81,2.37,60.95,1.18,Richard Cândido,richard-candido,Alanyaspor,
0.04,0.11,100.0,0.44,0.11,0.0,43.93,88.95,0.22,0.0,2.47,1.18,1.25,1.7,2.29,65.45,0.44,Uroš Radaković,uros-radakovic,MKE Ankaragücü,
0.04,0.3,44.44,0.66,0.11,0.04,35.0,78.95,0.33,0.15,2.25,2.14,1.55,2.91,2.03,54.03,0.52,Yasin Özcan,yasin-ozcan,Kasımpaşa,
0.04,1.28,48.61,0.62,0.11,0.29,26.75,79.16,0.99,0.55,1.2,2.04,1.64,5.58,0.58,56.9,2.26,Mustafa Eskihellaç,mustafa-eskihellac,Gaziantep FK,
0.04,0.18,71.43,0.62,0.11,0.11,31.01,72.65,0.51,0.18,4.09,1.13,2.41,1.61,2.3,65.24,0.29,Papy Djilobodji,papy-djilobodji,Gaziantep FK,
0.04,0.15,66.67,0.91,0.15,0.0,45.78,83.53,0.15,0.04,3.46,2.22,1.56,3.09,2.11,57.43,0.73,Veysel Sarı,veysel-sari,Antalyaspor,
0.04,0.4,84.62,0.18,0.04,0.07,45.68,87.36,0.29,0.0,3.95,1.22,0.72,2.26,1.62,59.02,0.68,Guy-Marcelin Kilama,guy-marcelin-kilama,Hatayspor,
0.04,0.96,61.36,0.46,0.04,0.18,35.17,78.7,0.92,0.57,1.84,2.58,1.42,4.39,0.74,56.42,0.88,Münir Levent Mercan,munir-levent-mercan,Fatih Karagümrük,
0.03,0.52,83.33,0.45,0.14,0.24,30.95,75.81,1.18,1.04,2.71,2.26,1.04,3.65,0.8,58.45,0.87,Nuno Sequeira,nuno-sequeira,Pendikspor,
0.03,0.2,75.0,0.14,0.03,0.0,45.44,86.15,0.17,0.03,2.64,1.35,1.18,2.23,1.25,53.37,0.71,Nihad Mujakić,nihad-mujakic,MKE Ankaragücü,
0.03,1.7,62.2,0.8,0.3,0.27,45.58,84.53,1.33,0.63,2.8,1.94,0.93,5.34,0.7,59.74,1.7,Ferdi Kadıoğlu,ferdi-kadioglu,Fenerbahçe,
0.0,0.22,50.0,0.73,0.29,0.04,39.7,78.03,0.54,0.07,4.75,2.25,2.32,3.48,2.65,59.09,1.02,Emirhan Topçu,emirhan-topcu,Çaykur Rizespor,
0.0,0.07,50.0,0.33,0.0,0.07,62.14,90.81,0.13,0.0,2.71,2.51,2.32,3.44,3.24,62.35,0.99,Ousseynou Ba,ousseynou-ba,Başakşehir FK,
0.0,1.23,78.38,1.06,0.17,0.08,49.2,84.72,1.19,0.17,2.42,2.8,1.74,5.31,2.25,55.11,1.27,İsmail Yüksek,ismail-yuksek,Fenerbahçe,
0.0,0.67,72.73,0.33,0.13,0.0,59.42,89.29,0.54,0.04,2.96,1.25,1.13,2.83,3.67,65.27,0.92,Léo Duarte,leo-duarte,Başakşehir FK,
0.0,0.1,75.0,0.76,0.17,0.03,54.14,85.84,0.24,0.07,6.79,1.69,1.24,1.97,1.28,51.37,0.17,Semih Güler,semih-guler,Adana Demirspor,
0.0,1.63,58.54,2.31,0.88,0.48,29.39,81.39,2.99,2.1,2.17,1.02,0.48,4.34,0.54,44.44,1.7,Ramzi Safuri,ramzi-safuri,Antalyaspor,
0.0,1.44,64.29,1.28,0.16,0.0,37.45,88.66,0.56,0.0,2.16,2.72,1.44,7.75,0.56,65.82,3.67,Badou Ndiaye,badou-ndiaye,Pendikspor,
0.0,0.54,66.67,0.2,0.07,0.4,55.64,87.17,1.48,1.21,4.56,1.28,0.94,2.89,1.21,53.98,1.07,Amir Hadžiahmetović,amir-hadziahmetovic,Beşiktaş,
0.0,0.24,100.0,0.24,0.08,0.16,47.88,87.95,0.24,0.0,2.84,1.05,1.46,1.78,2.27,57.47,0.49,Nikola Maksimović,nikola-maksimovic,Hatayspor,
0.0,0.26,100.0,0.2,0.0,0.07,47.8,87.14,0.2,0.0,4.09,1.85,1.19,2.77,1.12,54.13,0.66,Ibrahim Drešević,ibrahim-dresevic,Fatih Karagümrük,
0.0,0.21,42.86,0.41,0.21,0.0,35.19,84.29,0.0,0.07,3.62,1.71,0.89,1.98,1.64,60.23,0.07,Samba Camara,samba-camara,Sivasspor,
0.0,0.24,71.43,0.34,0.14,0.05,49.88,87.32,0.24,0.24,2.32,1.88,1.21,3.23,2.46,64.48,1.21,Necip Uysal,necip-uysal,Beşiktaş,
0.0,0.93,83.33,0.87,0.19,0.12,46.83,83.13,0.31,0.0,3.66,1.93,1.74,3.29,2.61,62.91,0.5,Francisco Calvo,francisco-calvo,Konyaspor,
0.0,0.39,70.0,0.11,0.0,0.22,33.6,83.98,1.0,0.33,1.17,1.67,1.11,3.57,1.39,58.94,1.56,Jonas Svensson,jonas-svensson,Beşiktaş,
0.0,1.11,43.33,0.6,0.0,0.17,29.06,83.91,1.63,0.6,0.26,2.14,0.77,4.11,1.11,47.29,0.94,Abdülkadir Ömür,abdulkadir-omur,Trabzonspor,
0.0,1.52,57.14,1.83,0.69,0.25,20.78,75.11,1.58,0.88,2.27,1.07,0.25,5.37,0.51,50.54,2.84,Emrah Başsan,emrah-bassan,Sivasspor,
0.0,0.28,100.0,0.73,0.09,0.0,59.63,86.09,0.37,0.18,3.58,0.83,0.92,1.74,2.57,58.02,0.73,Nuno Lima,nuno-lima,Alanyaspor,
0.0,0.34,50.0,0.41,0.07,0.0,22.67,76.67,0.27,0.0,1.5,3.14,1.71,4.37,1.71,54.94,0.89,Júnior Morais,junior-morais,Gaziantep FK,
0.0,0.26,62.5,0.68,0.05,0.21,49.1,86.41,0.74,0.37,3.52,1.31,0.63,2.94,1.1,49.36,1.37,Jakub Kałuziński,jakub-kaluzinski,Antalyaspor,
0.0,1.3,60.0,0.8,0.14,0.0,35.87,89.03,0.8,0.07,0.94,2.17,0.94,6.23,0.43,57.14,2.75,Édouard Michut,edouard-michut,Adana Demirspor,
0.0,0.71,71.43,0.57,0.0,0.14,35.24,82.72,0.99,0.99,2.69,3.11,1.7,4.95,0.71,65.57,1.13,Ömer Ali Şahiner,omer-ali-sahiner,Başakşehir FK,
0.0,0.59,61.54,0.22,0.07,0.07,36.25,82.8,0.37,0.44,3.47,2.66,0.59,3.99,0.44,52.63,0.74,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,Hatayspor,
0.0,0.94,58.33,0.67,0.13,0.09,30.01,80.72,0.99,0.27,2.15,2.78,0.18,6.14,0.4,58.87,2.46,Charis Charisis,charis-charisis,Sivasspor,
0.0,1.21,71.43,0.36,0.18,0.18,34.61,85.61,1.03,0.18,2.18,2.12,0.67,3.94,0.55,52.86,0.61,Arnaud Lusamba,arnaud-lusamba,Pendikspor,
0.0,0.05,100.0,0.38,0.16,0.0,27.09,74.96,0.16,0.0,3.56,1.32,1.54,1.86,2.58,61.36,0.55,Alim Öztürk,alim-ozturk,Yılport Samsunspor,
0.0,0.12,33.33,0.23,0.06,0.06,44.24,85.67,0.29,0.0,3.17,1.17,0.94,1.82,1.29,53.54,0.53,Ömer Toprak,omer-toprak,,Antalyaspor
0.0,0.15,80.0,0.44,0.11,0.0,48.22,85.84,0.22,0.0,2.85,1.11,0.89,2.37,1.52,58.33,1.22,Fidan Aliti,fidan-aliti,,Alanyaspor
0.0,0.77,50.0,0.63,0.0,0.0,23.18,73.07,0.42,0.14,1.61,3.43,1.12,5.88,1.96,66.27,1.75,Mehmet Aydın,mehmet-aydin,,Trabzonspor
0.0,0.27,83.33,0.43,0.11,0.0,38.2,81.89,0.32,0.16,2.6,0.9,1.49,1.22,2.82,58.02,0.05,Simon Deli,simon-deli,,İstanbulspor
0.0,1.78,58.18,0.78,0.22,0.17,34.77,79.31,1.56,0.78,1.84,1.33,0.5,4.39,0.44,43.28,1.28,Fredrik Midtsjø,fredrik-midtsjo,,Pendikspor
0.0,0.72,42.55,0.58,0.11,0.0,25.71,80.43,0.76,0.47,1.63,1.84,1.34,3.94,1.34,56.37,1.37,Eren Elmalı,eren-elmali,,Trabzonspor
0.0,1.83,53.66,3.0,1.17,0.42,31.72,81.24,2.25,0.58,1.0,0.83,0.42,4.08,0.67,41.61,1.5,Tetê,tete,,Galatasaray
0.0,1.51,37.93,2.61,0.55,0.28,20.5,70.62,0.83,0.55,0.55,2.61,0.83,5.78,2.61,52.14,1.65,Oğulcan Çağlayan,ogulcan-caglayan,,Kasımpaşa
0.0,0.61,32.26,0.73,0.24,0.0,31.9,81.71,1.63,0.36,2.24,1.33,0.61,4.36,0.54,47.65,2.42,Flavien Tait,flavien-tait,,Yılport Samsunspor
0.0,0.51,68.75,0.75,0.05,0.05,48.29,83.6,0.84,0.61,4.39,1.91,1.82,3.13,0.33,44.58,0.7,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,,Kayserispor
0.0,0.64,52.78,0.3,0.1,0.23,27.71,78.56,0.9,0.94,1.64,2.14,0.57,3.28,0.33,52.43,0.5,Uğur Çiftçi,ugur-ciftci,,Sivasspor
0.0,0.35,69.23,0.46,0.12,0.0,31.14,74.68,0.04,0.04,3.16,1.35,1.31,2.31,1.66,59.2,0.66,Mehmet Yeşil,mehmet-yesil,,İstanbulspor
0.0,1.08,58.06,0.48,0.0,0.0,27.57,81.31,0.72,0.36,2.39,2.81,1.02,5.14,0.72,57.99,1.26,Stelios Kitsiou,stelios-kitsiou,,MKE Ankaragücü
0.0,0.35,53.33,0.17,0.0,0.04,38.29,81.72,0.17,0.17,2.73,1.69,1.43,2.77,1.99,56.99,0.74,Davide Biraschi,davide-biraschi,,Fatih Karagümrük
0.0,0.85,57.89,0.23,0.0,0.19,30.92,78.31,0.85,0.74,2.44,1.82,1.55,3.1,0.77,50.76,0.46,Muhammet Taha Şahin,muhammet-taha-sahin,,Çaykur Rizespor
0.0,0.68,66.67,0.27,0.14,0.07,32.12,86.18,0.41,0.0,3.52,2.98,2.1,4.61,1.36,48.35,0.95,Yunus Konak,yunus-konak,,Sivasspor
0.0,0.25,50.0,0.25,0.08,0.0,30.51,79.56,1.26,0.67,3.79,2.28,1.26,2.87,0.84,53.01,0.34,Alaaddin Okumuş,alaaddin-okumus,,Sivasspor
0.0,0.97,59.38,0.31,0.05,0.1,39.17,80.63,0.46,0.25,1.98,1.88,0.86,3.87,1.53,55.79,1.02,Jayden Oosterwolde,jayden-oosterwolde,,Fenerbahçe
0.0,3.55,50.0,1.32,0.3,0.61,19.99,74.34,2.03,0.61,0.71,1.01,0.41,5.58,0.1,45.16,1.01,Moryke Fofana,moryke-fofana,,Yılport Samsunspor
0.0,0.38,57.14,0.19,0.05,0.09,40.12,81.51,0.47,0.19,3.0,1.08,1.5,2.21,1.5,55.24,0.75,Lionel Carole,lionel-carole,,Kayserispor
0.0,2.52,57.5,3.28,0.99,0.11,14.23,79.75,1.75,0.11,0.55,1.86,0.44,5.8,1.97,43.29,1.42,Halil Dervişoğlu,halil-dervisoglu,Hatayspor,
0.0,0.12,20.0,1.08,0.42,0.0,37.04,86.09,0.6,0.18,2.03,1.26,1.44,2.33,2.51,49.69,0.96,Bakhtiyar Zaynutdinov,bakhtiyar-zaynutdinov,Beşiktaş,
0.0,4.33,71.01,2.12,0.79,0.09,25.44,87.8,0.71,0.18,1.94,0.79,0.79,6.45,0.35,57.89,1.32,Anastasios Chatzigiovanis,anastasios-chatzigiovanis,MKE Ankaragücü,
0.0,0.9,70.59,0.64,0.19,0.11,38.07,89.75,0.64,0.07,0.97,1.27,0.67,2.96,0.6,50.0,0.79,Berkay Özcan,berkay-ozcan,Başakşehir FK,
0.0,1.19,42.86,1.53,0.2,0.13,17.72,75.21,2.12,1.33,1.0,1.0,0.27,2.92,0.33,41.53,0.8,Zymer Bytyqi,zymer-bytyqi,Antalyaspor,
0.0,0.87,61.9,0.53,0.07,0.07,46.4,86.25,1.2,0.53,4.27,1.4,1.0,2.87,0.47,45.45,0.6,Sofiane Feghouli,sofiane-feghouli,Fatih Karagümrük,
0.0,0.0,0.0,0.55,0.11,0.0,49.5,85.66,0.05,0.0,3.9,1.76,1.32,2.3,1.81,56.39,0.55,Furkan Bayır,furkan-bayir,Alanyaspor,
0.0,0.17,66.67,0.08,0.0,0.0,50.14,90.5,0.33,0.0,2.09,0.58,0.67,1.34,1.84,64.41,0.58,Daniel Amartey,daniel-amartey,Beşiktaş,
0.0,0.8,100.0,1.28,0.32,0.0,28.4,82.79,0.32,0.0,2.71,3.35,1.44,5.11,1.91,54.32,0.96,Hakan Arslan,hakan-arslan,Sivasspor,
0.0,1.11,78.95,0.74,0.15,0.0,24.67,79.67,0.67,0.0,1.56,3.11,2.0,6.22,1.33,53.68,2.0,Erdal Rakip,erdal-rakip,Antalyaspor,
0.0,0.82,41.67,0.82,0.33,0.0,56.29,91.49,1.47,0.0,1.96,2.62,1.47,4.25,3.11,50.56,0.82,Demir Ege Tıknaz,demir-ege-tiknaz,Beşiktaş,
0.0,0.27,83.33,0.69,0.11,0.0,21.78,66.02,0.32,0.43,3.08,2.13,1.54,2.87,1.49,50.0,0.48,Soner Gönül,soner-gonul,Yılport Samsunspor,
0.0,0.71,55.0,0.78,0.06,0.06,38.41,85.06,0.71,0.13,3.7,1.88,0.78,3.7,0.65,45.89,1.17,İbrahim Akdağ,ibrahim-akdag,Sivasspor,
0.0,0.05,50.0,0.32,0.16,0.0,39.91,88.94,0.21,0.0,1.74,0.95,1.16,1.64,1.85,61.68,0.69,Rayyan Baniya,rayyan-baniya,Trabzonspor,
0.0,1.37,40.0,1.6,0.46,1.14,23.07,67.33,4.57,1.6,1.14,0.91,0.69,3.65,1.14,30.43,1.6,Ante Rebić,ante-rebic,Beşiktaş,
0.0,0.34,40.0,1.14,0.28,0.03,32.04,82.3,0.21,0.03,2.52,1.21,1.14,3.03,0.76,49.33,1.52,Soner Dikmen,soner-dikmen,Konyaspor,
0.0,0.43,34.62,0.24,0.1,0.14,32.16,83.77,0.87,0.58,1.98,1.21,0.92,2.08,0.87,44.2,0.43,Onur Bulut,onur-bulut,Beşiktaş,
0.0,0.0,0.0,0.0,0.0,0.0,47.68,91.69,0.35,0.0,2.76,0.86,0.86,1.04,2.94,53.49,0.17,Seyfettin Anil Yasar,seyfettin-anil-yasar,Çaykur Rizespor,
0.0,0.38,33.33,0.31,0.08,0.08,25.17,82.0,0.69,0.46,1.46,2.15,0.61,3.15,0.54,48.48,0.61,Halil Ibrahim Pehlivan,halil-ibrahim-pehlivan,Çaykur Rizespor,
0.0,0.43,43.75,0.18,0.06,0.18,35.28,83.02,1.28,0.73,1.47,0.98,0.86,1.9,0.79,51.16,0.55,Matěj Hanousek,matej-hanousek,MKE Ankaragücü,
0.0,0.0,0.0,0.59,0.25,0.0,25.33,80.65,0.0,0.0,1.52,0.76,0.84,1.94,1.94,63.89,1.18,Sadık Çiftpınar,sadik-ciftpinar,,Kasımpaşa
0.0,0.1,100.0,0.19,0.0,0.0,33.91,81.71,0.58,0.29,2.31,0.86,0.96,1.25,1.73,62.0,0.29,Jens Stryger Larsen,jens-stryger-larsen,,Trabzonspor
0.0,1.02,48.21,0.79,0.23,0.23,27.3,75.89,0.87,0.72,2.0,2.6,1.06,4.3,1.4,44.28,0.68,Gökhan Sazdağı,gokhan-sazdagi,,Kayserispor
