Gol,Başarılı Top Sürme,Başarılı Top Sürme %,Toplam Şut,İsabetli Şut,Yaratılan Büyük Şans,İsabetli Pas,İsabetli Pas %,Kilit Pas,İsabetli Orta,İsabetli Uzun Top,Top Çalma,Pas Arası,Zeminde Kazanılan İkili Mücadele,Kazanılan Hava Topu Mücadelesi,Kazanılan Toplam İkili Mücadele %,Kendisine Yapılan Faul,player.name,player.slug,team.name,team.shortName
0.0,0.36,100.0,0.36,0.07,0.0,44.05,87.07,0.07,0.0,2.69,0.87,2.04,1.6,2.25,49.07,0.36,Arif Kocaman,kocaman-arif,,Kayserispor
0.0,1.16,41.94,1.78,0.54,0.36,17.13,82.76,1.61,0.89,0.71,0.98,0.71,4.91,0.18,47.11,2.77,Joelson Fernandes,joelson-fernandes,,Hatayspor
0.0,0.94,41.67,1.31,0.19,0.0,45.19,88.93,1.5,0.0,0.19,2.44,1.69,6.0,1.69,53.95,2.63,Tanguy Ndombélé,tanguy-ndombele,,Galatasaray
0.0,0.17,50.0,0.59,0.25,0.0,29.11,74.78,0.34,0.08,3.02,2.18,1.93,4.28,1.51,56.56,1.93,Atakan Çankaya,atakan-cankaya,,MKE Ankaragücü
0.0,0.09,40.0,0.31,0.04,0.04,46.59,89.04,0.13,0.0,3.09,0.9,0.58,1.39,1.12,47.86,0.4,Joseph Attamah,joseph-attamah,,Kayserispor
0.0,1.94,48.08,1.01,0.54,0.23,22.93,75.9,1.01,0.54,0.77,2.71,0.62,5.89,0.31,45.71,1.24,Ömer Faruk Beyaz,omer-faruk-beyaz,,Hatayspor
0.0,0.57,45.0,0.32,0.06,0.13,19.1,76.79,0.44,0.19,0.7,1.52,1.46,2.73,0.83,50.91,0.63,Salem M'Bakata,salem-mbakata,,Gaziantep FK
0.0,0.35,60.0,0.23,0.12,0.0,40.14,86.75,0.12,0.0,2.2,1.39,0.81,2.08,0.93,47.27,0.58,Mert Çetin,mert-cetin,,MKE Ankaragücü
0.0,0.97,61.11,0.18,0.0,0.0,42.76,84.4,0.44,0.26,1.84,1.76,0.79,3.42,1.05,51.52,0.7,Cemali Sertel,sertel-cemali,,Hatayspor
0.0,0.69,33.33,0.88,0.44,0.25,29.77,78.18,1.13,0.88,1.7,1.38,0.63,3.27,0.44,42.45,1.26,Ramazan Civelek,ramazan-civelek,,Kayserispor
0.0,0.16,66.67,0.48,0.0,0.08,42.73,84.57,0.24,0.0,2.71,1.67,1.11,2.31,1.75,54.84,0.48,Burak Bekaroğlu,burak-bekaroglu,,Hatayspor
0.0,0.6,38.89,0.52,0.0,0.0,19.29,76.19,0.43,0.43,0.95,1.81,1.12,3.7,0.86,54.64,1.38,Murat Paluli,murat-paluli,,Sivasspor
0.0,0.98,90.0,0.33,0.0,0.11,38.01,87.66,0.22,0.0,2.29,2.4,0.98,4.04,0.76,45.83,0.76,Yaw Ackah,yaw-ackah,,Kayserispor
0.0,1.83,48.89,1.0,0.42,0.0,21.46,79.38,0.83,0.17,1.08,1.41,0.67,4.24,1.16,50.78,1.08,Burak Kapacak,burak-kapacak,,Sivasspor
0.0,0.52,57.14,0.39,0.13,0.0,53.51,88.79,1.17,0.0,1.95,1.17,0.91,2.73,1.3,44.29,1.04,Otabek Shukurov,otabek-shukurov,,Kayserispor
0.0,0.25,50.0,0.38,0.0,0.0,25.39,73.86,0.57,0.44,1.38,1.13,1.76,2.33,1.07,54.0,1.07,Serkan Asan,serkan-asan,,Pendikspor
0.0,0.51,60.0,0.0,0.0,0.0,24.62,79.23,0.34,0.0,1.53,2.55,1.7,3.74,1.53,60.78,0.85,Dorukhan Toköz,dorukhan-tokoz,,Adana Demirspor
