Gol,Gol Beklentisi (xG),Toplam Şut,İsabetli Şut,Pozisyonu Gole Çevirme %,Başarılı Top Sürme,Başarılı Top Sürme %,Yaratılan Büyük Şans,Kilit Pas,Rakip Gol Bölgesinde İsabetli Pas,Zeminde Kazanılan İkili Mücadele,Kazanılan Hava Topu Mücadelesi,Kazanılan Toplam İkili Mücadele %,Kendisine Yapılan Faul,player.name,player.slug,team.name,team.shortName
0.08,0.09,1.34,0.54,6.25,1.0,51.06,0.13,1.96,8.49,3.68,0.54,48.56,1.55,Deniz Türüç,deniz-turuc,,Başakşehir FK
0.08,0.12,0.74,0.37,11.11,1.06,49.06,0.2,1.55,11.54,5.73,0.61,57.41,2.82,Efecan Karaca,efecan-karaca,,Alanyaspor
0.08,0.09,0.57,0.16,14.29,0.41,45.45,0.08,0.98,9.65,2.78,1.31,57.47,0.41,Erdem Özgenç,erdem-ozgenc,,Pendikspor
0.08,0.11,0.81,0.32,10.0,0.65,40.0,0.16,1.13,8.82,4.13,1.54,46.05,1.78,Iron Gomis,iron-gomis,,Kasımpaşa
0.08,0.08,0.53,0.12,15.38,0.08,66.67,0.04,0.12,0.81,1.7,1.5,67.52,0.44,Nicolas N'Koulou,nicolas-nkoulou,,Gaziantep FK
0.08,0.12,1.12,0.48,7.14,0.88,55.0,0.16,0.88,6.29,4.14,1.43,37.84,1.67,Mendy Mamadou,mendy-mamadou,,İstanbulspor
0.08,0.06,1.8,0.55,4.35,0.2,50.0,0.04,0.43,6.34,3.33,2.23,66.05,1.53,Gökhan Gül,gokhan-gul,,Kasımpaşa
0.08,0.06,0.66,0.19,11.76,0.23,60.0,0.0,0.0,1.13,1.79,2.65,63.69,0.51,Caner Osmanpaşa,caner-osmanpasa,,Sivasspor
0.08,0.07,0.62,0.23,12.5,0.08,25.0,0.08,0.08,3.43,2.34,2.65,52.03,1.09,Salih Dursun,salih-dursun,,Fatih Karagümrük
0.07,0.11,1.03,0.3,7.14,1.11,55.56,0.0,0.89,9.16,3.55,1.18,45.39,0.81,Taylan Antalyalı,taylan-antalyali,,Yılport Samsunspor
0.07,0.06,0.87,0.29,8.33,0.29,50.0,0.0,0.36,4.43,2.25,1.45,45.54,0.22,Kerim Alıcı,kerim-alici,,Hatayspor
0.07,0.15,1.35,0.43,5.26,1.35,73.08,0.14,1.49,7.96,3.63,1.0,48.51,1.28,Olivier Kemen,olivier-kemen,Başakşehir FK,
0.07,0.13,1.34,0.49,5.26,0.21,37.5,0.0,0.78,6.5,4.67,1.7,54.22,2.76,Oğulcan Ülgün,ogulcan-ulgun,Konyaspor,
0.07,0.05,0.42,0.07,16.67,0.35,83.33,0.0,0.0,1.82,3.22,4.07,73.76,1.47,Bahadır Öztürk,bahadir-ozturk,Antalyaspor,
0.07,0.07,1.18,0.14,5.88,0.42,66.67,0.0,0.42,7.59,2.99,1.04,44.62,0.56,Youssef Aït Bennasser,youssef-ait-bennasser,Yılport Samsunspor,
0.07,0.11,1.59,0.42,4.35,1.39,46.51,0.21,2.01,9.5,6.38,0.69,52.58,1.66,Gustavo Sauer,gustavo-sauer,Çaykur Rizespor,
0.07,0.15,1.52,0.48,4.55,1.24,50.0,0.41,1.59,7.67,4.7,0.9,43.09,1.8,Max Gradel,max-gradel,Gaziantep FK,
0.07,0.03,0.41,0.07,16.67,0.07,100.0,0.0,0.0,2.95,1.85,2.2,56.19,0.62,Berkay Sülüngöz,berkay-sulungoz,Pendikspor,
0.07,0.14,1.22,0.41,5.56,0.48,50.0,0.0,0.48,7.47,3.6,1.83,54.42,1.29,Leroy Fer,leroy-fer,Alanyaspor,
0.07,0.14,1.75,0.4,3.85,1.01,62.5,0.2,0.74,4.98,3.63,1.61,41.49,1.55,Martin Minchev,minchev-martin,Çaykur Rizespor,
0.07,0.06,0.99,0.2,6.67,1.32,66.67,0.2,1.12,11.64,5.0,0.99,51.41,1.32,Salih Uçan,salih-ucan,Beşiktaş,
0.07,0.07,1.04,0.26,6.25,0.72,61.11,0.26,1.04,11.04,2.94,0.85,45.31,0.85,Görkem Sağlam,gorkem-saglam,Hatayspor,
0.06,0.03,0.58,0.19,11.11,0.91,58.33,0.0,0.65,5.89,3.95,0.97,53.52,1.29,Benjamin Stambouli,benjamin-stambouli,Adana Demirspor,
0.06,0.04,0.82,0.24,7.14,0.35,54.55,0.24,1.29,10.48,2.53,2.59,58.78,0.71,Kaan Ayhan,kaan-ayhan,Galatasaray,
0.06,0.12,0.94,0.23,6.25,1.12,70.37,0.12,0.53,6.4,3.58,0.94,44.25,0.47,Ali Kaan Güneren,ali-kaan-guneren,MKE Ankaragücü,
0.06,0.04,0.88,0.18,6.67,0.18,50.0,0.0,0.29,4.68,2.46,1.93,59.52,1.0,Marko Jevtović,marko-jevtovic,Gaziantep FK,
0.06,0.08,0.58,0.06,10.0,0.17,100.0,0.06,0.29,4.61,2.77,2.71,62.5,0.98,Alexander Djiku,alexander-djiku,Fenerbahçe,
0.06,0.11,0.98,0.52,5.88,0.69,60.0,0.06,0.92,7.03,5.3,0.81,46.9,1.84,Furkan Soyalp,furkan-soyalp,Gaziantep FK,
0.06,0.17,1.81,0.74,3.13,1.81,46.38,0.17,1.19,8.94,4.7,0.79,40.59,1.58,Jackson,jackson,İstanbulspor,
0.06,0.02,0.57,0.17,10.0,0.28,55.56,0.23,1.3,9.62,3.11,1.47,55.1,0.79,Zeki Yavru,zeki-yavru,Yılport Samsunspor,
0.06,0.04,0.62,0.17,9.09,0.34,35.29,0.23,0.79,10.08,3.15,0.51,54.17,0.96,Florent Hadergjonaj,florent-hadergjonaj,Alanyaspor,
0.06,0.02,0.28,0.17,20.0,0.11,50.0,0.0,0.39,6.1,2.52,1.18,38.82,0.5,Modestas Vorobjovas,modestas-vorobjovas,,İstanbulspor
0.06,0.04,0.67,0.33,8.33,0.28,55.56,0.06,0.84,9.65,1.78,3.68,65.33,0.45,Steven​ N'Zonzi,steven-nzonzi,,Konyaspor
0.06,0.04,0.72,0.11,7.69,0.11,66.67,0.0,0.22,4.57,1.32,2.2,59.81,0.66,Stefano Denswil,stefano-denswil,,Trabzonspor
0.05,0.04,0.71,0.33,7.69,0.33,60.0,0.16,1.7,7.25,2.75,0.22,45.38,0.49,Casper Højer,casper-hojer,,Çaykur Rizespor
0.05,0.03,0.44,0.05,12.5,0.11,40.0,0.0,0.05,3.55,2.24,1.86,51.72,1.15,Federico Ceccherini,federico-ceccherini,,Fatih Karagümrük
0.05,0.02,0.22,0.11,25.0,0.38,29.17,0.05,0.38,7.18,1.9,0.76,40.83,0.71,Demeaco Duhaney,duhaney-demeaco,,İstanbulspor
0.05,0.06,0.58,0.21,9.09,0.89,48.57,0.0,0.95,13.32,3.63,1.47,48.74,0.95,Sacha Boey,boey-sacha,,Galatasaray
0.05,0.19,2.09,0.55,2.38,0.55,55.0,0.15,1.25,8.42,2.59,0.75,42.41,0.8,Alexandru Cicâldău,alexandru-cicaldau,,Konyaspor
0.05,0.02,0.54,0.15,9.09,0.64,68.42,0.05,0.74,9.16,4.9,1.39,58.53,1.63,Berat Ayberk Özdemir,berat-ayberk-ozdemir,,Trabzonspor
0.05,0.05,1.16,0.19,4.17,0.34,53.85,0.15,0.92,8.53,2.76,0.68,50.0,0.34,Güray Vural,guray-vural,,Antalyaspor
0.05,0.03,0.82,0.24,5.88,0.15,60.0,0.1,0.73,4.17,2.33,0.53,48.36,0.68,Ali Yaşar,ali-yasar,,İstanbulspor
0.05,0.15,1.55,0.39,3.13,0.68,58.33,0.15,0.77,7.88,5.08,1.21,59.09,1.64,Muammer Sarıkaya,muammer-sarikaya,,Çaykur Rizespor
0.05,0.01,0.44,0.05,11.11,0.34,43.75,0.1,0.48,7.4,2.61,1.5,52.8,0.82,Lucas Lima,lucas-lima,,Başakşehir FK
0.05,0.03,0.29,0.1,16.67,0.68,70.0,0.19,1.11,6.42,4.1,0.77,56.11,1.16,Bünyamin Balcı,bunyamin-balci,,Antalyaspor
0.05,0.05,0.57,0.29,8.33,0.19,44.44,0.0,0.43,3.86,1.62,2.19,60.15,0.1,Kenneth Omeruo,kenneth-omeruo,,Kasımpaşa
0.05,0.02,0.43,0.14,11.11,1.09,63.89,0.19,1.14,8.73,3.56,0.57,54.72,1.28,Léo Dubois,leo-dubois,,Başakşehir FK
0.05,0.01,0.33,0.09,14.29,0.62,54.17,0.24,0.85,7.63,5.64,1.66,60.39,2.32,Ahmet Oğuz,ahmet-oguz,,Konyaspor
0.05,0.19,2.34,0.61,2.0,1.12,42.11,0.66,2.43,7.21,3.75,1.22,44.73,1.4,Miguel Cardoso,miguel-cardoso,,Kayserispor
0.05,0.02,0.32,0.14,14.29,0.0,0.0,0.09,0.18,1.5,0.59,1.36,47.78,0.27,Aaron Appindangoyé,aaron-appindangoye,,Sivasspor
0.04,0.02,0.66,0.09,6.67,1.05,75.0,0.09,0.26,6.49,4.17,0.96,55.98,1.54,Batista Mendy,batista-mendy,,Trabzonspor
0.04,0.02,0.12,0.04,33.33,0.29,77.78,0.04,0.24,2.73,1.59,2.4,54.75,0.33,Ľubomír Šatka,ubomir-satka,Yılport Samsunspor,
0.04,0.07,0.97,0.12,4.0,0.23,46.15,0.16,0.74,11.91,4.24,0.82,50.98,1.83,Lucas Torreira,lucas-torreira,Galatasaray,
0.04,0.04,0.42,0.11,9.09,0.11,100.0,0.0,0.23,2.57,1.65,2.26,64.56,0.46,Uroš Radaković,uros-radakovic,MKE Ankaragücü,
0.04,0.03,0.69,0.11,5.56,0.27,41.18,0.04,0.34,4.06,2.95,2.03,54.85,0.54,Yasin Özcan,yasin-ozcan,Kasımpaşa,
0.04,0.05,0.88,0.23,4.35,0.46,70.59,0.08,0.5,6.52,3.81,2.4,60.37,1.18,Richard Cândido,richard-candido,Alanyaspor,
0.04,0.02,0.53,0.11,7.14,1.29,50.0,0.3,0.98,7.01,5.61,0.61,57.34,2.23,Mustafa Eskihellaç,mustafa-eskihellac,Gaziantep FK,
0.04,0.06,0.94,0.15,4.0,0.15,66.67,0.0,0.15,3.47,3.1,2.19,57.61,0.76,Veysel Sarı,veysel-sari,Antalyaspor,
0.04,0.03,0.19,0.04,20.0,0.41,84.62,0.04,0.26,2.79,2.24,1.6,58.86,0.63,Guy-Marcelin Kilama,guy-marcelin-kilama,Hatayspor,
0.04,0.08,0.63,0.11,5.88,0.19,71.43,0.11,0.52,4.2,1.64,2.34,65.64,0.3,Papy Djilobodji,papy-djilobodji,Gaziantep FK,
0.04,0.02,0.46,0.04,7.69,0.96,61.36,0.18,0.92,8.6,4.39,0.74,56.42,0.88,Münir Levent Mercan,munir-levent-mercan,Fatih Karagümrük,
0.03,0.01,0.14,0.03,25.0,0.21,75.0,0.0,0.14,2.24,2.2,1.26,53.23,0.7,Nihad Mujakić,nihad-mujakic,MKE Ankaragücü,
0.03,0.03,0.45,0.14,7.69,0.52,83.33,0.24,1.18,6.26,3.65,0.8,58.45,0.87,Nuno Sequeira,nuno-sequeira,Pendikspor,
0.03,0.06,0.83,0.31,4.17,1.76,62.96,0.28,1.31,18.12,5.49,0.72,60.4,1.76,Ferdi Kadıoğlu,ferdi-kadioglu,Fenerbahçe,
0.0,0.07,0.75,0.3,0.0,0.22,60.0,0.04,0.56,4.29,3.54,2.72,60.0,1.01,Emirhan Topçu,emirhan-topcu,Çaykur Rizespor,
0.0,0.03,0.33,0.0,0.0,0.07,50.0,0.07,0.13,1.52,3.44,3.24,62.35,0.99,Ousseynou Ba,ousseynou-ba,Başakşehir FK,
0.0,0.09,1.06,0.17,0.0,1.23,78.38,0.08,1.19,11.33,5.31,2.25,55.11,1.27,İsmail Yüksek,ismail-yuksek,Fenerbahçe,
0.0,0.03,0.3,0.13,0.0,0.7,72.73,0.0,0.52,5.13,2.7,3.48,65.44,0.78,Léo Duarte,leo-duarte,Başakşehir FK,
0.0,0.04,0.79,0.18,0.0,0.11,75.0,0.04,0.25,5.25,2.0,1.32,51.96,0.18,Semih Güler,semih-guler,Adana Demirspor,
0.0,0.12,2.31,0.87,0.0,1.66,57.5,0.51,3.11,10.26,4.48,0.58,44.59,1.81,Ramzi Safuri,ramzi-safuri,Antalyaspor,
0.0,0.02,0.2,0.07,0.0,0.54,66.67,0.4,1.48,11.54,2.89,1.21,53.98,1.07,Amir Hadžiahmetović,amir-hadziahmetovic,Beşiktaş,
0.0,0.02,0.36,0.15,0.0,0.25,71.43,0.05,0.25,5.83,3.25,2.49,64.57,1.17,Necip Uysal,necip-uysal,Beşiktaş,
0.0,0.02,0.2,0.0,0.0,0.26,100.0,0.07,0.2,4.68,2.77,1.12,54.13,0.66,Ibrahim Drešević,ibrahim-dresevic,Fatih Karagümrük,
0.0,0.12,0.87,0.19,0.0,0.93,83.33,0.12,0.31,4.22,3.29,2.61,62.91,0.5,Francisco Calvo,francisco-calvo,Konyaspor,
0.0,0.04,0.6,0.0,0.0,1.11,43.33,0.17,1.63,9.34,4.11,1.11,47.29,0.94,Abdülkadir Ömür,abdulkadir-omur,Trabzonspor,
0.0,0.0,0.12,0.0,0.0,0.41,70.0,0.24,1.06,9.44,3.48,1.36,58.57,1.48,Jonas Svensson,jonas-svensson,Beşiktaş,
0.0,0.11,1.83,0.69,0.0,1.52,57.14,0.25,1.58,8.59,5.37,0.51,50.54,2.84,Emrah Başsan,emrah-bassan,Sivasspor,
0.0,0.01,0.37,0.22,0.0,0.15,33.33,0.0,0.0,1.54,1.76,1.76,59.26,0.07,Samba Camara,samba-camara,Sivasspor,
0.0,0.01,0.41,0.07,0.0,0.34,50.0,0.0,0.27,5.33,4.37,1.71,54.94,0.89,Júnior Morais,junior-morais,Gaziantep FK,
0.0,0.01,0.71,0.05,0.0,0.52,68.75,0.05,0.86,9.28,3.19,0.33,45.4,0.71,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,Kayserispor,
0.0,0.03,0.78,0.16,0.0,1.25,57.14,0.0,0.86,10.0,6.02,0.47,56.08,2.58,Édouard Michut,edouard-michut,Adana Demirspor,
0.0,0.01,0.38,0.19,0.0,1.15,69.23,0.19,1.02,7.39,3.95,0.57,53.79,0.64,Arnaud Lusamba,arnaud-lusamba,Pendikspor,
0.0,0.01,0.22,0.07,0.0,0.59,61.54,0.07,0.37,7.38,3.99,0.44,52.63,0.74,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,Hatayspor,
0.0,0.03,0.72,0.06,0.0,0.28,62.5,0.17,0.72,9.31,2.99,1.11,49.66,1.39,Jakub Kałuziński,jakub-kaluzinski,Antalyaspor,
0.0,0.02,0.23,0.06,0.0,0.12,33.33,0.06,0.29,3.23,1.82,1.29,53.54,0.53,Ömer Toprak,omer-toprak,Antalyaspor,
0.0,0.04,0.61,0.14,0.0,0.89,55.88,0.09,0.98,8.19,6.18,0.42,58.75,2.53,Charis Charisis,charis-charisis,Sivasspor,
0.0,0.02,0.63,0.0,0.0,0.77,50.0,0.0,0.42,5.18,5.88,1.96,66.27,1.75,Mehmet Aydın,mehmet-aydin,Trabzonspor,
0.0,0.04,0.45,0.11,0.0,0.22,80.0,0.0,0.28,3.31,1.18,2.81,57.26,0.06,Simon Deli,simon-deli,İstanbulspor,
0.0,0.06,0.46,0.12,0.0,0.15,80.0,0.0,0.23,3.5,2.42,1.58,58.43,1.23,Fidan Aliti,fidan-aliti,Alanyaspor,
0.0,0.32,3.04,1.18,0.0,1.86,53.66,0.42,2.28,14.02,4.14,0.68,41.61,1.52,Tetê,tete,Galatasaray,
0.0,0.03,0.76,0.25,0.0,0.63,32.26,0.0,1.57,10.96,4.53,0.5,49.08,2.52,Flavien Tait,flavien-tait,Yılport Samsunspor,
0.0,0.02,0.35,0.12,0.0,0.06,100.0,0.0,0.17,2.73,1.74,2.55,62.71,0.46,Alim Öztürk,alim-ozturk,,Yılport Samsunspor
0.0,0.02,0.48,0.12,0.0,0.36,75.0,0.0,0.04,2.69,2.29,1.68,58.93,0.64,Mehmet Yeşil,mehmet-yesil,,İstanbulspor
0.0,0.15,2.62,0.55,0.0,1.52,37.93,0.28,0.83,6.75,5.79,2.62,52.14,1.65,Oğulcan Çağlayan,ogulcan-caglayan,,Kasımpaşa
0.0,0.04,0.6,0.11,0.0,0.75,42.55,0.0,0.75,6.45,4.05,1.35,56.69,1.43,Eren Elmalı,eren-elmali,,Trabzonspor
0.0,0.03,0.45,0.0,0.0,1.14,60.0,0.0,0.76,7.82,5.28,0.76,57.93,1.34,Stelios Kitsiou,stelios-kitsiou,,MKE Ankaragücü
0.0,0.11,1.41,0.33,0.0,3.8,50.72,0.65,2.17,10.86,5.97,0.11,45.9,1.09,Moryke Fofana,moryke-fofana,,Yılport Samsunspor
0.0,0.02,0.18,0.0,0.0,0.36,53.33,0.05,0.14,5.02,2.8,2.08,57.14,0.77,Davide Biraschi,davide-biraschi,,Fatih Karagümrük
0.0,0.01,0.27,0.14,0.0,0.68,66.67,0.07,0.41,3.52,4.61,1.36,48.35,0.95,Yunus Konak,yunus-konak,,Sivasspor
0.0,0.02,0.27,0.05,0.0,1.02,59.38,0.11,0.48,6.81,3.97,1.45,55.49,1.07,Jayden Oosterwolde,jayden-oosterwolde,,Fenerbahçe
0.0,0.06,0.77,0.24,0.0,1.77,56.6,0.18,1.47,12.25,4.36,0.47,42.05,1.24,Fredrik Midtsjø,fredrik-midtsjo,,Pendikspor
0.0,0.01,0.31,0.1,0.0,0.66,54.29,0.17,0.83,6.65,3.36,0.35,53.5,0.52,Uğur Çiftçi,ugur-ciftci,,Sivasspor
0.0,0.08,1.54,0.2,0.0,1.2,43.9,0.13,2.14,6.82,2.94,0.33,41.88,0.8,Zymer Bytyqi,zymer-bytyqi,,Antalyaspor
0.0,0.02,0.24,0.0,0.0,0.77,55.88,0.2,0.85,7.82,2.98,0.73,49.73,0.48,Muhammet Taha Şahin,muhammet-taha-sahin,,Çaykur Rizespor
0.0,0.0,0.19,0.05,0.0,0.38,57.14,0.09,0.47,7.13,2.21,1.5,55.24,0.75,Lionel Carole,lionel-carole,,Kayserispor
0.0,0.08,1.15,0.45,0.0,0.13,20.0,0.0,0.64,7.07,2.42,2.48,49.68,1.02,Bakhtiyar Zaynutdinov,bakhtiyar-zaynutdinov,,Beşiktaş
0.0,0.3,3.34,1.07,0.0,2.51,60.0,0.12,1.67,6.92,5.85,2.03,42.86,1.55,Halil Dervişoğlu,halil-dervisoglu,,Hatayspor
0.0,0.01,0.53,0.07,0.0,0.87,61.9,0.07,1.2,11.53,2.87,0.47,45.45,0.6,Sofiane Feghouli,sofiane-feghouli,,Fatih Karagümrük
0.0,0.02,0.54,0.16,0.0,0.86,70.97,0.12,0.62,8.25,2.92,0.62,49.73,0.78,Berkay Özcan,berkay-ozcan,,Başakşehir FK
0.0,0.14,2.09,0.82,0.0,4.28,70.15,0.09,0.73,7.83,6.46,0.36,57.25,1.37,Anastasios Chatzigiovanis,anastasios-chatzigiovanis,,MKE Ankaragücü
0.0,0.01,0.08,0.0,0.0,0.17,66.67,0.0,0.33,5.35,1.34,1.84,64.41,0.59,Daniel Amartey,daniel-amartey,,Beşiktaş
0.0,0.21,1.28,0.32,0.0,0.8,100.0,0.0,0.32,4.15,5.11,1.91,54.32,0.96,Hakan Arslan,hakan-arslan,Sivasspor,
0.0,0.04,0.74,0.15,0.0,1.11,78.95,0.0,0.67,5.41,6.22,1.33,53.68,2.0,Erdal Rakip,erdal-rakip,Antalyaspor,
0.0,0.05,0.82,0.33,0.0,0.82,41.67,0.0,1.47,11.78,4.25,3.11,50.56,0.82,Demir Ege Tıknaz,demir-ege-tiknaz,Beşiktaş,
0.0,0.03,0.78,0.06,0.0,0.71,55.0,0.06,0.71,7.33,3.7,0.65,45.89,1.17,İbrahim Akdağ,ibrahim-akdag,Sivasspor,
0.0,0.03,0.32,0.16,0.0,0.05,50.0,0.0,0.21,1.48,1.64,1.85,61.68,0.69,Rayyan Baniya,rayyan-baniya,Trabzonspor,
0.0,0.06,1.6,0.46,0.0,1.37,40.0,1.14,4.57,12.34,3.65,1.14,30.43,1.6,Ante Rebić,ante-rebic,Beşiktaş,
0.0,0.02,0.24,0.1,0.0,0.43,34.62,0.14,0.87,10.04,2.08,0.87,44.2,0.43,Onur Bulut,onur-bulut,Beşiktaş,
0.0,0.07,0.52,0.12,0.0,0.0,0.0,0.0,0.06,3.83,2.26,1.8,56.45,0.52,Furkan Bayır,furkan-bayir,Alanyaspor,
0.0,0.07,1.1,0.28,0.0,0.36,41.67,0.04,0.18,5.44,3.06,0.68,49.07,1.53,Soner Dikmen,soner-dikmen,Konyaspor,
0.0,0.01,0.73,0.11,0.0,0.28,83.33,0.0,0.34,5.61,2.86,1.51,50.98,0.45,Soner Gönül,soner-gonul,Yılport Samsunspor,
0.0,0.05,0.82,0.24,0.0,1.06,49.09,0.24,0.86,6.9,4.39,1.41,44.31,0.67,Gökhan Sazdağı,gokhan-sazdagi,Kayserispor,
0.0,0.05,1.82,0.55,0.0,1.19,43.33,0.36,1.64,6.47,4.92,0.18,48.28,2.74,Joelson Fernandes,joelson-fernandes,Hatayspor,
0.0,0.01,0.18,0.06,0.0,0.43,43.75,0.18,1.28,7.03,1.9,0.79,51.16,0.55,Matěj Hanousek,matej-hanousek,MKE Ankaragücü,
0.0,0.05,0.59,0.25,0.0,0.0,0.0,0.0,0.0,1.18,1.94,1.94,63.89,1.18,Sadık Çiftpınar,sadik-ciftpinar,Kasımpaşa,
0.0,0.01,0.19,0.0,0.0,0.1,100.0,0.0,0.58,6.53,1.25,1.73,62.0,0.29,Jens Stryger Larsen,jens-stryger-larsen,Trabzonspor,
0.0,0.05,1.0,0.58,0.0,2.07,50.0,0.25,1.08,6.97,6.14,0.33,46.43,1.16,Ömer Faruk Beyaz,omer-faruk-beyaz,Hatayspor,
0.0,0.08,0.36,0.07,0.0,0.36,100.0,0.0,0.07,1.74,1.6,2.25,49.07,0.36,Arif Kocaman,kocaman-arif,Kayserispor,
0.0,0.01,0.32,0.05,0.0,0.09,40.0,0.05,0.14,2.57,1.42,1.15,48.28,0.41,Joseph Attamah,joseph-attamah,Kayserispor,
0.0,0.06,1.31,0.19,0.0,0.94,41.67,0.0,1.5,11.63,6.0,1.69,53.95,2.63,Tanguy Ndombélé,tanguy-ndombele,Galatasaray,
0.0,0.01,0.33,0.08,0.0,0.42,33.33,0.08,0.66,4.24,3.16,0.58,47.37,0.58,Halil Ibrahim Pehlivan,halil-ibrahim-pehlivan,Çaykur Rizespor,
0.0,0.03,0.59,0.25,0.0,0.17,50.0,0.0,0.34,3.27,4.28,1.51,56.56,1.93,Atakan Çankaya,atakan-cankaya,,MKE Ankaragücü
0.0,0.02,0.32,0.06,0.0,0.57,45.0,0.13,0.44,5.33,2.73,0.83,50.91,0.63,Salem M'Bakata,salem-mbakata,,Gaziantep FK
0.0,0.02,0.23,0.12,0.0,0.35,60.0,0.0,0.12,1.39,2.08,0.93,47.27,0.58,Mert Çetin,mert-cetin,,MKE Ankaragücü
0.0,0.02,0.18,0.0,0.0,0.97,61.11,0.0,0.44,5.09,3.42,1.05,51.52,0.7,Cemali Sertel,sertel-cemali,,Hatayspor
0.0,0.09,0.9,0.45,0.0,0.71,34.38,0.26,1.09,10.98,3.21,0.45,41.91,1.28,Ramazan Civelek,ramazan-civelek,,Kayserispor
0.0,0.05,0.48,0.0,0.0,0.16,66.67,0.08,0.24,3.18,2.31,1.75,54.84,0.48,Burak Bekaroğlu,burak-bekaroglu,,Hatayspor
0.0,0.06,1.0,0.42,0.0,1.83,48.89,0.0,0.83,5.66,4.24,1.16,50.78,1.08,Burak Kapacak,burak-kapacak,,Sivasspor
0.0,0.01,0.22,0.0,0.0,1.0,90.0,0.11,0.22,4.98,3.99,0.77,45.74,0.77,Yaw Ackah,yaw-ackah,,Kayserispor
0.0,0.04,0.39,0.13,0.0,0.52,57.14,0.0,1.17,13.25,2.73,1.3,44.29,1.04,Otabek Shukurov,otabek-shukurov,,Kayserispor
0.0,0.0,0.0,0.0,0.0,0.51,60.0,0.0,0.34,6.79,3.74,1.53,60.78,0.85,Dorukhan Toköz,dorukhan-tokoz,,Adana Demirspor
0.0,0.01,0.26,0.04,0.0,0.61,77.78,0.0,0.26,3.82,3.09,1.09,54.55,0.61,Okan Erdoğan,okan-erdogan,,İstanbulspor
0.0,0.1,0.98,0.29,0.0,1.18,50.0,0.2,0.98,6.77,4.51,0.79,39.13,1.57,Emirhan İlkhan,emirhan-ilkhan,,Başakşehir FK
0.0,0.02,0.64,0.21,0.0,0.36,41.67,0.07,0.64,7.42,2.92,0.86,46.09,1.14,Giorgi Aburjania,giorgi-aburjania,,Hatayspor
0.0,0.02,0.4,0.0,0.0,0.2,50.0,0.0,0.6,5.9,2.15,1.07,52.75,1.07,Serkan Asan,serkan-asan,,Pendikspor
0.0,0.02,0.81,0.3,0.0,0.3,37.5,0.2,1.31,9.2,1.62,1.31,50.88,0.3,Hasan Ali Kaldırım,hasan-ali-kaldirim,,Kayserispor
0.0,0.03,0.67,0.07,0.0,0.07,50.0,0.0,0.07,2.36,1.75,2.22,53.64,0.67,Adil Demirbağ,adil-demirbag,,Konyaspor
0.0,0.1,1.46,0.0,0.0,0.4,50.0,0.0,0.4,8.25,4.93,0.93,62.86,2.0,Osman Çelik,osman-celik,,Yılport Samsunspor
0.0,0.01,0.26,0.0,0.0,0.19,50.0,0.06,0.39,7.24,1.88,0.52,46.84,0.65,Frédéric Veseli,frederic-veseli,,Fatih Karagümrük
0.0,0.02,0.47,0.28,0.0,0.09,100.0,0.0,0.09,1.9,1.52,1.42,54.39,0.57,Dimitris Kolovetsios,dimitris-kolovetsios,,Kayserispor
0.0,0.02,0.77,0.18,0.0,1.83,67.39,0.06,0.71,6.85,6.43,0.77,47.1,1.77,Mithat Pala,mithat-pala,,Çaykur Rizespor
